StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43957.93903,43957.95141,IP Address,100,1070,TRUE,43957.95141,R_2Bnft1IVgMrZucY,anonymous,EN,Agree,3047,41-50,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Slightly too little,"there are not enough parks, greeneries, footpaths just outskirts of city. ","Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,Less,,"construction activities are destroying trees, nautral habitat and bushes around and outskirts of city.",Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,,,,great. It would enhance quality life also help restore natural beauties around city. People will find good time to spend with family and friends. It will give city a magnificent look.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Never,Never,Occasionally,Often,Very often,Occasionally,Often,Never,Never,Rarely,Never,Never,Occasionally,Never,Occasionally,Never,Not applicable,Not applicable,Often,Not applicable,5-6 years,Other (Please specify),Nepal,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Nepali,Postgraduate qualification- Masters,,"$37,001 – $80,000",Other (Please specify),Home duties
43957.94537,43957.95291,IP Address,100,650,TRUE,43957.95291,R_331FBe8K0C6H6s7,anonymous,EN,Agree,3008,21-30,I live in the City of Melbourne,Male,,Slightly too much,"construction is going go, i know it's some how productive but not if u r killing the greenery part.","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,About the same,,,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,,,,"It feels awesome when u r in the real nature, u can breathe easily u r basically out of the daily hustle and bustle of the lives
",Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Occasionally,Very often,Very often,Very often,Very often,Often,Very often,Very often,Very often,Occasionally,Rarely,Often,Very often,Often,Rarely,Often,Often,Often,Very often,Very often,Less than a year,Other (Please specify),INDIA,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Hindi,Postgraduate qualification- Masters,,No Income,Student,
43957.91316,43957.95351,IP Address,100,3485,TRUE,43957.95351,R_1jrlivTC4YfzggP,anonymous,EN,Agree,3008,21-30,I live in the City of Melbourne,Male,,Neither too much nor too little,"There are big parks located around the city of Melbourne which are great, but there are few greenery on the pedestrians ",Visiting the Melbourne Zoo,,About the same,,,Agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Mornington ,clean the ocean,,It would be great if this is happening. Especially small gardens around the shopping centre,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Never,Never,Rarely,Rarely,Often,Occasionally,Occasionally,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,5-6 years,Other (Please specify),Indonesia,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Indonesian,Undergraduate Degree,,No Income,"Student,Part-time",
43957.94855,43957.95703,IP Address,100,732,TRUE,43957.95705,R_31FN6rEHVGzaCpN,anonymous,EN,Agree,3054,18-20,I live in the City of Melbourne,Male,,Neither too much nor too little,"i think its neither too much or too little it has a lot of good factors and a good population, sometimes just a bit to much but its good",Visiting the Melbourne Zoo,,More,the population is alot,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,melbourne ,luna park,its a fun place,it would be nice nature is good,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Often,Occasionally,Often,Often,Often,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Sometimes,Rarely,Sometimes,Sometimes,3-4 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Part-time,
43957.94748,43957.95781,IP Address,100,893,TRUE,43957.95782,R_1OO9YUNc6BB5HE5,anonymous,EN,Agree,3051,51-60,I live in the City of Melbourne,Male,,Neither too much nor too little,its about right,,,Unsure,,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Glenburn,farming,,It would be good,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Never,Never,Occasionally,Occasionally,Often,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$180,001 and over",Other (Please specify),self employed
43957.95031,43957.95846,IP Address,100,703,TRUE,43957.95846,R_xgQikqbEkma6nyF,anonymous,EN,Agree,3053,18-20,I live in the City of Melbourne,Female,,Slightly too little,It’s mostly roads and buildings ,Visiting the Royal Botanic Gardens,,Unsure,,,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,,,,I’d feel better because it would probably counteract the adverse effects of climate change ,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Never,Rarely,Never,Very often,Very often,Often,Occasionally,Never,Rarely,Often,Never,Never,Often,Rarely,Occasionally,Sometimes,Not applicable,Not applicable,Not applicable,Sometimes,1-2 years,Other (Please specify),Sri Lanka ,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Sinhala ,Year 12,,Prefer not to say,Student,
43957.94356,43957.95922,IP Address,100,1353,TRUE,43957.95924,R_aWtnHHY6Qb9avJL,anonymous,EN,Agree,3051,21-30,I live in the City of Melbourne,Female,,Moderately too much,"I’m not used to see a lot of nature in the city , in terms of my country ",Visiting the Royal Botanic Gardens,,Unsure,,,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,,,,"It would be really good, because if someone’s has time and there is all of those things, it would be good to go to see that",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Never,Never,Never,Never,Never,Never,Very often,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,1-2 years,Other (Please specify),Colombia ,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Spanish,Undergraduate Degree,,"$18,200 or less","Student,Part-time",
43957.94706,43957.95995,IP Address,100,1113,TRUE,43957.95995,R_1dmChuzDEsQAzHg,anonymous,EN,Agree,3207,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,Lots of green space in the right spots. ,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,,,,I’d be concerned if it created congestion for other activities or restricted access for other activities. ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Never,Never,Never,Occasionally,Often,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Not applicable,Not applicable,Very often,Never,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$180,001 and over",Full-time,
43957.83329,43957.96038,IP Address,100,10980,TRUE,43957.96038,R_21yt7xWzQU3cTpL,anonymous,EN,Agree,3052,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,I feel it is okay,Taking a nature walk within the City of Melbourne,,About the same,,,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,N/A,N/A,,definitely better for the nature,Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Never,Never,Never,Occasionally,Occasionally,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Never,1-2 years,Other (Please specify),Malaysia,Your connection to nature in the City of Melbourne,Yes,Mandarin,,Postgraduate qualification- Masters,,"$18,201 – $37,000",Student,
43957.95106,43957.96106,IP Address,100,864,TRUE,43957.96109,R_2ZDNmOqROxYkqaN,anonymous,EN,Agree,3051,51-60,I live in the City of Melbourne,Male,,Moderately too little,More pieces of bush with large trees would be good for wildlife,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,Unsure,,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Somewhat agree,,,,I think that would be awesome and amazing,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Rarely,Occasionally,Very often,Very often,Very often,Often,Never,Never,Often,Often,Occasionally,Rarely,Very often,Very often,Often,Not applicable,Not applicable,Not applicable,Often,3-4 years,Other (Please specify),UK,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Retired,
43957.91377,43957.96175,IP Address,100,4144,TRUE,43957.96175,R_D0r4yf77iCHqPqV,anonymous,EN,Agree,3002,41-50,I live in the City of Melbourne,Female,,Moderately too little,The parks near me are smaller - I would like to see larger parks.,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,,,,Not fussed,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly disagree,Agree,Somewhat disagree,Never,Often,Never,Rarely,Very often,Often,Very often,Never,Never,Never,Often,Never,Never,Never,Never,Often,Not applicable,Not applicable,Not applicable,Not applicable,9-10 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,Prefer not to say,Full-time,
43957.947,43957.96185,IP Address,100,1283,TRUE,43957.96185,R_1DTEQqH0mZiTAXC,anonymous,EN,Agree,3141,31-40,I live in the City of Melbourne,Male,,Slightly too little,"There's certainly some great green space and parkland, but can you ever have enough?","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,"Fawkner Park - South Yarra, Botanic Gardens, Barkley Park - Richmond, Alma Park - St Kilda East ","Running, Walking, Social, Watching The World Go By",,It would be great and help to keep the character of the city.,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Never,Never,Never,Often,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,7-8 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$80,001 – $180,000",Full-time,
43957.95075,43957.9619,IP Address,100,962,TRUE,43957.9619,R_3smFOBndkVvKh0Q,anonymous,EN,Agree,3006,41-50,I live in the City of Melbourne,Male,,Moderately too little,Very few large accessible parks.,Visiting the Royal Botanic Gardens,,More,Parks in Southbank Boulevard,,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"Dandenongs, Macedon ","Walkig, picnics",,Of course that would be good and would try to use,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Rarely,Never,Often,Often,Occasionally,Occasionally,Rarely,Often,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Often,Not applicable,Not applicable,Often,Never,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$180,001 and over",Part-time,
43957.94671,43957.96752,IP Address,100,1798,TRUE,43957.96753,R_3rM6yPKwQCvX8Y5,anonymous,EN,Agree,3032,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Moderately too much,"About the nature i feel moderately too much as i have ways been in love with trees,greenary and murmuring of birds and bloosom of flowers but these things i couldnt see as much i used to.",Taking a nature walk within the City of Melbourne,,Unsure,,,Neither agree nor disagree,Agree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,,,,"I strongly feel that the environment looks more attractive,fresh air,bird's murmur,many people visiting nature ans feeling and creating strong bond with nature. ",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Disagree,Agree,Agree,Never,Never,Often,Often,Often,Often,Often,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Not applicable,Often,Never,Less than a year,Other (Please specify),Nepal,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),"Nepali, Hindi",Prefer not to say,,Prefer not to say,Prefer not to say,
